titleSlug,QID
find-the-original-typed-string-i,3330
find-subtree-sizes-after-changes,3331
maximum-points-tourist-can-earn,3332
find-the-original-typed-string-ii,3333
find-the-maximum-factor-score-of-array,3334
total-characters-in-string-after-transformations-i,3335
find-the-number-of-subsequences-with-equal-gcd,3336
total-characters-in-string-after-transformations-ii,3337
second-highest-salary-ii,3338
find-the-number-of-k-even-arrays,3339
check-balanced-string,3340
find-minimum-time-to-reach-last-room-i,3341
find-minimum-time-to-reach-last-room-ii,3342
count-number-of-balanced-permutations,3343
maximum-sized-array,3344
smallest-divisible-digit-product-i,3345
maximum-frequency-of-an-element-after-performing-operations-i,3346
maximum-frequency-of-an-element-after-performing-operations-ii,3347
smallest-divisible-digit-product-ii,3348
adjacent-increasing-subarrays-detection-i,3349
adjacent-increasing-subarrays-detection-ii,3350
sum-of-good-subsequences,3351
count-k-reducible-numbers-less-than-n,3352
minimum-total-operations,3353
make-array-elements-equal-to-zero,3354
zero-array-transformation-i,3355
zero-array-transformation-ii,3356
minimize-the-maximum-adjacent-element-difference,3357
books-with-null-ratings,3358
find-sorted-submatrices-with-maximum-element-at-most-k,3359
stone-removal-game,3360
shift-distance-between-two-strings,3361
zero-array-transformation-iii,3362
find-the-maximum-number-of-fruits-collected,3363
minimum-positive-sum-subarray,3364
rearrange-k-substrings-to-form-target-string,3365
minimum-array-sum,3366
maximize-sum-of-weights-after-edge-removals,3367
first-letter-capitalization,3368
design-an-array-statistics-tracker,3369
smallest-number-with-all-set-bits,3370
identify-the-largest-outlier-in-an-array,3371
maximize-the-number-of-target-nodes-after-connecting-trees-i,3372
maximize-the-number-of-target-nodes-after-connecting-trees-ii,3373
first-letter-capitalization-ii,3374
minimum-operations-to-make-array-values-equal-to-k,3375
minimum-time-to-break-locks-i,3376
digit-operations-to-make-two-integers-equal,3377
count-connected-components-in-lcm-graph,3378
transformed-array,3379
maximum-area-rectangle-with-point-constraints-i,3380
maximum-subarray-sum-with-length-divisible-by-k,3381
maximum-area-rectangle-with-point-constraints-ii,3382
minimum-runes-to-add-to-cast-spell,3383
team-dominance-by-pass-success,3384
minimum-time-to-break-locks-ii,3385
button-with-longest-push-time,3386
maximize-amount-after-two-days-of-conversions,3387
count-beautiful-splits-in-an-array,3388
minimum-operations-to-make-character-frequencies-equal,3389
longest-team-pass-streak,3390
design-a-3d-binary-matrix-with-efficient-layer-tracking,3391
count-subarrays-of-length-three-with-a-condition,3392
count-paths-with-the-given-xor-value,3393
check-if-grid-can-be-cut-into-sections,3394
subsequences-with-a-unique-middle-mode-i,3395
minimum-number-of-operations-to-make-elements-in-array-distinct,3396
maximum-number-of-distinct-elements-after-operations,3397
smallest-substring-with-identical-characters-i,3398
smallest-substring-with-identical-characters-ii,3399
maximum-number-of-matching-indices-after-right-shifts,3400
find-circular-gift-exchange-chains,3401
minimum-operations-to-make-columns-strictly-increasing,3402
find-the-lexicographically-largest-string-from-the-box-i,3403
count-special-subsequences,3404
count-the-number-of-arrays-with-k-matching-adjacent-elements,3405
find-the-lexicographically-largest-string-from-the-box-ii,3406
substring-matching-pattern,3407
design-task-manager,3408
longest-subsequence-with-decreasing-adjacent-difference,3409
maximize-subarray-sum-after-removing-all-occurrences-of-one-element,3410
maximum-subarray-with-equal-products,3411
find-mirror-score-of-a-string,3412
maximum-coins-from-k-consecutive-bags,3413
maximum-score-of-non-overlapping-intervals,3414
find-products-with-three-consecutive-digits,3415
subsequences-with-a-unique-middle-mode-ii,3416
zigzag-grid-traversal-with-skip,3417
maximum-amount-of-money-robot-can-earn,3418
minimize-the-maximum-edge-weight-of-graph,3419
count-non-decreasing-subarrays-after-k-operations,3420
find-students-who-improved,3421
minimum-operations-to-make-subarray-elements-equal,3422
maximum-difference-between-adjacent-elements-in-a-circular-array,3423
minimum-cost-to-make-arrays-identical,3424
longest-special-path,3425
manhattan-distances-of-all-arrangements-of-pieces,3426
sum-of-variable-length-subarrays,3427
maximum-and-minimum-sums-of-at-most-size-k-subsequences,3428
paint-house-iv,3429
maximum-and-minimum-sums-of-at-most-size-k-subarrays,3430
minimum-unlocked-indices-to-sort-nums,3431
count-partitions-with-even-sum-difference,3432
count-mentions-per-user,3433
maximum-frequency-after-subarray-operation,3434
frequencies-of-shortest-supersequences,3435
find-valid-emails,3436
permutations-iii,3437
find-valid-pair-of-adjacent-digits-in-string,3438
reschedule-meetings-for-maximum-free-time-i,3439
reschedule-meetings-for-maximum-free-time-ii,3440
minimum-cost-good-caption,3441
maximum-difference-between-even-and-odd-frequency-i,3442
maximum-manhattan-distance-after-k-changes,3443
minimum-increments-for-target-multiples-in-an-array,3444
maximum-difference-between-even-and-odd-frequency-ii,3445
sort-matrix-by-diagonals,3446
assign-elements-to-groups-with-constraints,3447
count-substrings-divisible-by-last-digit,3448
maximize-the-minimum-game-score,3449
